,open,high,low,close,volume,EMA,SMA,T3,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,FastD,FastK,RSI,WILLR,ADX,CCI,ROC,Aroon Down,Aroon Up,MFI,TRIX,Real Lower Band,Real Middle Band,Real Upper Band,DX,Chaikin A/D,OBV,PHASE,QUADRATURE,ADOSC,buy_label,ACTIVE_ABNB,ACTIVE_BWA,ACTIVE_CHWY,ACTIVE_NKE,ACTIVE_SBUX
5258,51.38,52.13,48.31,48.37,5664300,19.1915,19.5615,19.6479,0.3443,0.6748,-0.3305,62.5602,35.9384,35.9384,0.7812,56.696,-99.2188,52.0486,-103.144,1.2414,100.0,50.0,17.6065,1.8479,18.3619,19.5615,20.7611,3.0277,218732814.2143,349857904.0,1.6785,0.9864,4437002.3957,1,False,True,False,False,False
5257,48.39,49.52,45.81,49.47,6429500,18.7173,19.1875,19.4121,0.5973,0.7949,-0.1976,44.0161,27.3516,27.3516,35.9528,38.0374,-64.0472,47.584,-93.4402,-7.6703,100.0,25.0,0.0,0.9171,17.3722,19.1875,21.0028,34.1901,232946894.3814,364465726.0,1.8719,0.266,6719904.4712,0,False,True,False,False,False
5256,49.21,50.9,47.72,48.59,8951700,18.5549,18.6257,19.0713,0.7767,0.8285,-0.0517,28.2125,21.3475,21.3475,27.3084,44.693,-56.2893,37.1895,-37.078,-10.9321,75.0,0.0,31.182,0.3034,17.6664,18.6257,19.5849,6.006,223737116.2682,344127466.0,1.963,-0.1166,4112534.605,0,False,True,False,False,False
5255,48.62,48.96,43.5,44.5,9935400,18.3696,18.3819,18.7241,0.9432,0.8254,0.1178,24.5436,24.9318,24.9318,11.534,40.5177,-88.4125,40.2337,-133.3333,-5.1132,100.0,0.0,29.5969,-0.1222,17.5025,18.3819,19.2613,49.3665,209432471.8542,321554241.0,1.9469,-1.4072,-1879461.2542,0,False,True,False,False,False
5254,44.56,45.54,38.95,40.0,9079800,17.6541,17.7475,18.1632,0.9714,0.6736,0.2978,20.6274,15.603,15.603,7.9666,21.8172,-91.2134,47.5644,-121.0733,-13.2736,100.0,0.0,27.802,-0.8708,16.3822,17.7475,19.1128,69.5562,195376996.9756,300924936.0,0.9307,-2.6068,-8632068.7258,0,False,True,False,False,False
5253,40.14,40.88,37.61,38.65,11573700,16.567,16.98,17.263,0.9415,0.482,0.4595,16.5478,9.1087,9.1087,7.8254,13.0646,-92.1746,54.0927,-89.7038,-17.049,100.0,25.0,25.5155,-1.9523,14.27,16.98,19.69,73.6777,185807706.9573,274629492.0,-0.1658,-2.2754,-13654539.6313,1,False,True,False,False,False
5252,39.4,43.03,35.77,41.63,9625700,15.8045,16.0674,16.2818,0.7577,0.1733,0.5844,14.2954,18.1743,18.1743,38.731,11.9907,-55.5724,49.238,-47.2484,-19.935,100.0,0.0,23.1564,-2.7411,13.3071,16.0674,18.8277,34.6739,199242742.4972,296499079.0,-0.8477,-1.7486,-10193080.9998,0,False,True,False,False,False
5251,42.0,44.15,40.7,41.35,6906800,15.7341,15.4516,15.6372,0.559,-0.1029,0.6619,18.9678,29.6204,29.6204,42.3048,36.4578,-42.8864,41.0539,84.0447,-13.6158,75.0,0.0,44.9609,-2.709,13.9692,15.4516,16.934,16.5015,189463516.1059,280806832.0,-1.3112,-0.8303,-10961958.0478,0,False,True,False,False,False
5250,40.74,43.22,38.1,40.18,9078500,15.5042,15.0962,15.2358,0.3563,-0.3379,0.6941,30.0753,42.4311,42.4311,46.2577,30.906,-46.0695,40.8906,10.9757,-8.5727,50.0,0.0,45.2041,-2.5133,14.3875,15.0962,15.805,40.4008,185596075.4809,260180482.0,-1.0895,-0.7409,-11510506.3074,1,False,True,False,False,False
5249,39.78,43.44,39.4,43.31,5975400,15.2396,15.0728,14.9576,0.1269,-0.5431,0.67,44.0111,59.9818,59.9818,91.383,27.1762,-8.617,39.623,70.4163,-0.6271,25.0,50.0,71.5872,-2.3192,14.3388,15.0728,15.8069,35.8202,198298472.6245,273756589.0,-1.6042,-1.6072,-6646830.9309,0,False,True,False,False,False
5248,43.17,44.76,41.05,42.51,5334100,15.5867,15.4345,15.0108,-0.221,-0.8001,0.5791,57.791,70.9601,70.9601,75.2396,55.6549,-33.7838,31.6444,96.479,9.8668,0.0,100.0,67.6583,-1.5583,14.4772,15.4345,16.3918,7.7085,195717861.6056,261637517.0,-2.4866,-1.0244,-4873991.6983,0,False,True,False,False,False
5247,42.65,42.65,38.63,41.61,4389700,15.7174,15.5057,15.215,-0.4361,-0.8804,0.4443,68.0168,73.1084,73.1084,52.7027,51.5332,-47.2973,33.4121,-48.2804,1.824,25.0,75.0,46.6856,-0.901,14.4627,15.5057,16.5488,38.7152,200530893.0235,251664122.0,-2.6945,0.9478,-2174230.043,0,False,True,False,False,False
5246,41.47,41.7,39.12,41.35,4171300,15.6197,15.5842,15.3621,-0.6903,-0.9531,0.2628,67.6608,58.9137,58.9137,48.7988,42.0997,-55.6281,34.7379,-76.8686,2.0689,0.0,50.0,57.8239,-0.6142,14.6123,15.5842,16.556,38.7152,207436753.8607,242186930.0,-1.7027,2.5043,1325194.5408,0,False,True,False,False,False
5245,41.69,43.0,38.05,39.0,3693700,15.5939,15.7623,15.451,-0.8822,-0.939,0.0569,56.8584,38.5532,38.5532,14.158,44.6198,-85.842,27.3084,-88.8665,4.8014,100.0,25.0,31.4417,-0.4384,15.2442,15.7623,16.2804,5.0198,202265873.8203,233794846.0,-0.6589,2.0293,991025.0813,1,False,True,False,False,False
5244,41.14,41.44,37.52,41.26,5084300,15.4964,15.573,15.4623,-1.1339,-0.9601,-0.1737,45.2239,38.2047,38.2047,51.6575,38.9665,-31.7518,24.5059,-61.9346,-4.7023,100.0,0.0,29.0549,-0.4041,15.1536,15.573,15.9924,16.0985,212756545.3918,245346372.0,-0.3531,1.6533,4102167.1586,0,False,True,False,False,False
5243,39.98,40.86,34.61,38.2,9787800,15.2647,15.3239,15.354,-1.3879,-0.9758,-0.4121,37.6531,36.2015,36.2015,42.789,28.7301,-57.211,32.0653,-133.3333,-6.2603,100.0,50.0,22.8341,-0.5642,14.8321,15.3239,15.8157,54.7434,216065541.9358,223108492.0,0.366,1.4881,6054845.3489,0,False,True,False,False,False
5242,37.64,38.5,31.43,32.46,7279000,14.7765,14.9666,15.0415,-1.5242,-0.8806,-0.6436,36.2853,34.4496,34.4496,8.9023,16.835,-91.0977,42.2785,-128.7898,-9.2356,100.0,25.0,20.9863,-1.0352,13.8061,14.9666,16.1272,72.9183,204346333.4704,206570607.0,0.7173,-0.0664,2574388.7015,0,False,True,False,False,False
5241,32.52,32.99,27.7,27.84,10095100,13.7194,14.1113,14.3219,-1.6102,-0.7481,-0.8621,29.3955,17.5355,17.5355,0.915,7.625,-98.9811,52.5503,-109.6734,-21.9957,100.0,0.0,18.1762,-2.1454,11.6416,14.1113,16.5809,83.3658,182624275.6916,183634542.0,0.2519,-0.8907,-5995033.6476,0,False,True,False,False,False
5240,26.81,28.66,18.85,23.65,14169500,12.2329,12.7746,13.1097,-1.7341,-0.6652,-1.0689,20.7801,10.3552,10.3552,21.2483,4.2046,-78.1917,62.5399,-107.7524,-34.8323,100.0,0.0,0.0,-3.8218,8.9939,12.7746,16.5552,92.5085,181935126.7619,151441442.0,0.0011,-1.0287,-9174978.0274,0,False,True,False,False,False
5239,25.12,26.42,19.13,21.94,13695800,11.0888,11.3885,11.7361,-1.9981,-0.7318,-1.2663,13.3194,12.0675,12.0675,14.0391,3.5722,-84.2748,70.0321,-76.0283,-37.1686,75.0,0.0,0.0,-5.2087,7.702,11.3885,15.0749,92.5085,174806848.3641,120324586.0,-0.3364,-1.6488,-11909864.0341,0,False,True,False,False,False
5238,21.93,24.39,19.34,21.8,10461300,9.9263,9.923,10.3414,-2.2214,-0.7567,-1.4647,13.0631,16.7667,16.7667,15.0127,2.5913,-79.1372,75.6512,-66.417,-41.7375,50.0,0.0,0.0,-6.4365,7.0549,9.923,12.7912,92.5085,174194997.0315,96556515.0,-0.8635,-2.2416,-12140646.0941,1,False,True,False,False,False
5237,21.45,24.56,19.45,22.47,14460300,9.1571,8.8904,9.1622,-2.4019,-0.747,-1.6549,15.7774,18.4979,18.4979,26.4419,2.456,-61.887,78.6905,-42.1643,-34.0406,25.0,0.0,26.8915,-7.0968,7.2294,8.8904,10.5515,87.8084,181703007.8377,129410313.0,-1.5746,-3.0089,-8742449.3082,0,False,True,False,False,False
5236,22.85,24.51,20.32,20.79,7493200,8.9226,8.5323,8.4299,-2.6333,-0.7838,-1.8494,18.6828,20.7839,20.7839,20.897,20.0841,-75.7202,80.2643,-44.1745,-14.3197,0.0,0.0,31.398,-6.8147,7.4788,8.5323,9.5859,84.9858,168497810.284,112385766.0,-2.8233,-3.6022,-10759163.5439,0,False,True,False,False,False
5235,21.45,21.75,15.92,17.42,9809400,8.5718,8.2006,7.9843,-2.8483,-0.8083,-2.0399,19.9624,20.6055,20.6055,14.4774,16.4223,-82.5378,83.4213,-133.3333,-14.1581,100.0,0.0,35.8523,-6.328,7.753,8.2006,8.6481,92.8923,157679271.7214,90098812.0,-4.2817,-2.2812,-14048339.4971,1,False,True,False,False,False
5234,17.27,18.82,15.0,18.74,16204200,7.7342,7.7744,7.4603,-3.0563,-0.831,-2.2253,22.0966,24.9005,24.9005,39.327,9.5156,-60.673,86.0165,-80.5955,-20.8328,100.0,50.0,33.7104,-6.5797,6.2119,7.7744,9.3369,93.8022,192953182.8209,126914752.0,-4.5586,0.2581,-2893272.5375,1,False,True,False,False,False
5233,18.97,24.27,18.52,23.66,8933400,7.4867,7.5525,7.071,-3.3,-0.8774,-2.4226,31.2649,48.2888,48.2888,91.062,26.3192,-8.938,65.4213,71.1985,-11.0938,75.0,25.0,23.9614,-6.2544,5.9319,7.5525,9.173,3.6358,208943439.9548,147211436.0,-4.0107,1.9051,7020997.8101,0,False,True,False,False,False
5232,23.27,23.27,19.93,22.53,7947300,7.9834,7.5918,7.1475,-3.4522,-0.8249,-2.6273,47.6819,69.8563,69.8563,79.1798,54.6943,-18.7702,49.975,62.7531,1.8381,50.0,0.0,23.6684,-4.4323,5.8697,7.5918,9.3139,3.6358,218998724.1404,129155173.0,-3.1709,3.1307,13637971.756,0,False,True,False,False,False
5231,23.27,26.05,16.8,21.14,10982600,8.2814,7.7625,7.491,-3.6111,-0.7752,-2.8358,64.4714,75.2692,75.2692,55.5656,54.6943,-44.4344,45.3607,25.0455,8.4848,25.0,100.0,22.2292,-2.5066,5.7789,7.7625,9.7461,31.5179,217461112.8453,104202709.0,-1.7791,3.1451,14615860.0712,1,False,True,False,False,False
5230,21.01,22.37,19.48,21.79,9998200,8.1211,8.1132,7.7372,-3.7235,-0.696,-3.0275,70.1744,65.3978,65.3978,61.448,40.2213,-46.0541,41.9,-76.9231,21.6561,0.0,75.0,24.1796,-1.6737,6.7692,8.1132,9.4572,31.5179,231059216.3436,126918616.0,-0.9864,1.3295,18013860.034,0,False,True,False,False,False
5229,21.85,21.86,20.2,21.07,3954500,8.1509,8.3833,7.9143,-3.6711,-0.4824,-3.1886,65.0196,54.3919,54.3919,46.1622,47.1517,-53.8378,39.3045,-82.3224,15.1819,50.0,50.0,0.0,-1.0443,7.658,8.3833,9.1085,31.5179,231492210.2231,117933993.0,-1.3161,0.6343,17904098.0683,1,False,True,False,False,False
5228,20.99,23.09,19.89,22.96,4599600,8.0398,8.1695,7.9772,-3.5136,-0.2015,-3.3121,59.286,58.0682,58.0682,66.5946,40.7091,-33.4054,29.4933,133.3333,-9.798,25.0,25.0,16.0305,-0.8616,7.4736,8.1695,8.8654,0.0597,241093413.2418,128384282.0,-1.1555,2.3613,19286478.4003,0,False,True,False,False,False
5227,22.82,25.65,22.28,22.87,8510600,8.2477,8.1273,8.0967,-3.3362,0.0541,-3.3902,57.3065,59.4595,59.4595,65.6216,57.2728,-45.0567,32.1256,131.6617,-1.9338,0.0,0.0,50.5557,-0.2549,7.5643,8.1273,8.6903,40.0225,228527830.0964,109048202.0,0.2026,3.064,14100541.317,0,False,True,False,False,False
5226,22.86,22.86,17.56,18.89,12263500,8.3785,8.3008,8.2491,-3.0694,0.3454,-3.4148,55.6933,49.5521,49.5521,16.44,57.6179,-83.56,31.4414,-102.2844,8.8053,100.0,75.0,48.1106,0.2622,7.7212,8.3008,8.8803,29.3888,214649066.67,81185533.0,1.093,0.9073,6281184.0276,0,False,True,False,False,False
5225,18.89,19.04,16.5,17.62,8096300,7.8613,8.0232,8.1168,-2.8173,0.5709,-3.3882,46.8152,31.434,31.434,12.2404,27.8519,-87.7596,33.2099,-100.4532,-13.5469,100.0,50.0,43.8966,-0.6013,6.8011,8.0232,9.2453,38.5152,212476453.5598,62790742.0,0.7216,-0.7927,1820053.3261,0,False,True,False,False,False
5224,17.64,19.21,16.72,16.88,8124300,7.3634,7.7091,7.7423,-2.6516,0.6646,-3.3162,30.7801,11.3542,11.3542,5.3822,22.888,-94.6178,33.6049,-67.3698,-15.96,75.0,25.0,27.4991,-1.7958,5.9612,7.7091,9.4569,34.7899,196517860.8402,44332335.0,0.2985,-1.0502,-5248148.1285,1,False,True,False,False,False
5223,16.61,21.6385,16.45,21.05,13035500,6.9267,7.1371,7.2542,-2.4698,0.7373,-3.207,21.9163,22.9608,22.9608,51.2596,19.4829,-26.2538,28.3602,69.0125,-26.728,50.0,0.0,32.8183,-2.8435,5.3796,7.1371,8.8946,12.6263,219416040.1809,73948988.0,-0.075,-0.9902,-376796.3762,1,False,True,False,False,False
5222,21.06,22.24,18.32,21.37,19114300,7.3369,6.9815,7.1164,-2.0332,0.9985,-3.0317,26.4887,45.151,45.151,78.8111,59.057,-14.8738,26.5984,90.5601,-7.2602,25.0,0.0,69.5552,-1.9926,5.7207,6.9815,8.2423,21.3128,243567151.2728,117376674.0,-0.1197,-0.0933,9334727.995,0,False,True,False,False,False
5221,20.42,20.81,17.43,17.77,13696000,7.4863,7.1377,7.1877,-1.6682,1.1352,-2.8034,39.7762,51.2167,51.2167,23.5794,53.9703,-77.2021,20.3039,-30.8205,8.8198,0.0,75.0,62.0568,-1.0517,5.7191,7.1377,8.5563,1.4205,218710128.4917,86259364.0,0.2495,-1.3029,4549959.9896,0,False,True,False,False,False
5220,18.0,18.34,16.7,17.25,12901300,7.2104,7.1827,7.1665,-1.4954,1.0662,-2.5616,45.0345,38.7358,38.7358,13.8169,37.6296,-86.1831,18.7283,-105.5123,2.7207,25.0,50.0,57.5511,-1.1197,5.8229,7.1827,8.5426,14.0015,209058698.6137,56947614.0,-0.7578,-2.6032,-891987.3364,0,False,True,False,False,False
5219,16.8,17.98,14.62,15.18,11804800,6.8637,7.2006,6.9856,-1.3399,0.9802,-2.3201,34.9559,14.9151,14.9151,7.3491,31.3533,-92.6509,25.4189,-100.3171,1.1439,100.0,25.0,37.1139,-1.7142,5.8883,7.2006,8.513,45.4908,191178363.2803,30127111.0,-1.6378,-1.0775,-8726346.3635,1,False,True,False,False,False
5218,14.79,18.44,14.79,18.3,15171900,6.352,6.6088,6.6117,-1.1556,0.9222,-2.0778,25.6014,23.1533,23.1533,48.294,22.844,-40.5493,26.8924,-11.0493,-29.7721,75.0,0.0,28.0463,-2.7926,5.0699,6.6088,8.1477,31.3129,223004600.8091,64597665.0,-1.7084,1.2823,-1011477.0823,1,False,True,False,False,False
5217,18.86,20.79,17.66,18.61,15416400,6.6597,6.4615,6.4852,-0.9453,0.8965,-1.8418,26.0341,40.0339,40.0339,64.4588,55.4717,-35.3323,25.4382,130.0133,-7.6396,50.0,0.0,57.2898,-2.1119,5.308,6.4615,7.6151,21.0757,209240367.5471,99623722.0,-0.5802,2.9008,-2142970.4977,1,False,True,False,False,False
5216,19.14,23.03,18.9,21.76,18021000,6.8867,6.5691,6.577,-0.737,0.8737,-1.6107,43.0237,65.8839,65.8839,84.8989,57.1345,-15.1011,30.9861,107.898,6.3333,25.0,100.0,83.2793,-1.013,5.2432,6.5691,7.8951,47.6299,225003199.8256,140567431.0,0.5847,0.7558,2604407.9662,1,False,True,False,False,False
5215,21.09,24.94,19.4,24.63,15745900,7.3174,6.9741,6.8936,-0.6262,0.7594,-1.3856,62.6786,82.118,82.118,96.9961,68.171,-3.0542,38.7695,95.9147,25.5357,0.0,100.0,100.0,0.5525,5.2434,6.9741,8.7047,62.1196,256774217.9411,176342114.0,-0.0308,-1.2801,14418713.2867,1,False,True,False,False,False
5214,23.63,26.2,22.87,25.88,20341300,7.9594,7.8086,7.4458,-0.5557,0.6173,-1.1729,80.344,93.0302,93.0302,97.1954,78.0058,-3.7471,46.4606,101.079,59.7701,0.0,100.0,100.0,2.5023,6.368,7.8086,9.2491,69.5339,294107404.7519,222557546.0,-0.6548,-1.2525,29819787.3315,1,False,True,False,False,False
5213,25.38,26.45,24.26,26.25,11462000,8.6089,8.424,8.1446,-0.3556,0.6309,-0.9865,90.8178,97.3054,97.3054,97.7247,82.8686,-2.649,52.6039,80.5887,34.5705,0.0,100.0,100.0,4.1937,6.6248,8.424,10.2232,71.0338,315392598.8067,248599208.0,-1.286,0.3078,40181898.7008,1,False,True,False,False,False
5212,25.58,28.69,23.09,28.33,13689700,9.0289,9.032,8.8004,-0.1589,0.6599,-0.8188,95.8055,97.081,97.081,96.3228,83.4269,-3.8751,59.8932,98.6058,33.6468,0.0,100.0,100.0,4.8907,7.6716,9.032,10.3923,81.761,342496637.3067,279702203.0,-0.5501,3.022,49392056.6291,1,False,True,False,False,False
5211,27.72,30.32,25.9,28.7,16675400,9.604,9.6578,9.4479,0.0959,0.738,-0.642,95.8191,93.0708,93.0708,85.1648,88.6872,-21.745,66.5654,115.5488,31.4367,0.0,100.0,100.0,5.3945,8.562,9.6578,10.7536,86.5822,352611134.6506,317588710.0,0.8014,3.0512,51887910.6974,1,False,True,False,False,False
5210,28.65,31.96,28.59,31.09,14157200,10.0896,10.1317,10.0476,0.2483,0.7139,-0.4656,93.5969,90.6389,90.6389,90.429,90.4445,-9.8083,72.4477,112.639,21.2442,0.0,100.0,100.0,5.4953,9.0792,10.1317,11.1842,90.0947,368168762.0334,349753866.0,1.4562,2.4836,53142013.2838,0,False,True,False,False,False
5209,30.12,30.44,26.51,27.65,14032200,10.603,10.5791,10.6148,0.4256,0.7155,-0.2899,86.4591,75.6677,75.6677,51.4092,92.8013,-48.5908,62.277,-15.1311,18.6761,25.0,75.0,76.2444,5.452,9.3353,10.5791,11.8229,31.7647,354783544.2853,317872711.0,2.2592,1.9388,44565030.2144,1,False,True,False,False,False
5208,28.0,31.39,27.52,29.24,11504700,10.5908,10.8076,10.9197,0.5828,0.7028,-0.1201,78.8992,70.391,70.391,69.3348,62.9474,-44.8845,57.3347,21.3567,9.4605,0.0,50.0,75.8455,4.4046,10.1067,10.8076,11.5084,42.5078,351879247.0631,344011386.0,2.4841,0.2145,36080803.4594,1,False,True,False,False,False
5207,28.6,32.27,28.6,32.25,8105400,10.6741,10.8906,11.0511,0.8124,0.7603,0.0521,73.1785,73.4767,73.4767,99.686,66.9585,-0.3472,55.9678,83.0974,3.1746,0.0,100.0,72.09,3.4195,10.3011,10.8906,11.4802,51.8674,370093999.5372,362426852.0,2.194,-0.3607,35125513.4415,1,False,True,False,False,False
5206,32.8,36.0,32.8,35.0,12536600,11.3584,11.2824,11.37,1.2384,0.9792,0.2592,76.6763,86.1612,86.1612,89.4626,83.5644,-10.5374,60.7088,125.5827,14.4852,25.0,100.0,72.1158,3.6089,9.8819,11.2824,12.6829,74.9317,380775181.5372,390910004.0,2.166,-0.3729,34940042.394,0,False,True,False,False,False
5205,34.75,36.78,33.18,34.08,9655500,12.0636,11.7195,11.8998,1.5695,1.0741,0.4954,82.4191,87.6195,87.6195,73.7098,87.4645,-29.1577,65.0031,67.871,15.3718,0.0,100.0,100.0,4.1345,9.5816,11.7195,13.8573,77.8862,369806535.0372,368972711.0,2.1053,-0.8862,28197776.4979,0,False,True,False,False,False
5204,33.66,33.67,30.52,32.57,9427500,12.322,12.2537,12.3652,1.8406,1.1012,0.7394,82.1167,72.5694,72.5694,54.5356,74.3206,-51.467,52.707,-39.6437,20.2143,0.0,75.0,77.039,3.9487,10.4948,12.2537,14.0126,15.8184,376266317.2911,347553433.0,1.8306,-1.4044,24931527.8486,0,False,True,False,False,False
5203,31.76,33.28,29.94,32.55,8463000,12.1901,12.552,12.5494,2.0303,1.0477,0.9826,73.0112,58.8447,58.8447,48.2885,55.0821,-61.8421,40.8182,-75.2885,11.049,0.0,50.0,57.2377,2.9927,11.7213,12.552,13.3828,5.1518,387089226.2492,328325499.0,1.1712,-1.7128,24772485.538,1,False,True,False,False,False
5202,32.78,35.55,32.47,33.05,7211500,12.265,12.5501,12.603,2.145,0.9347,1.2103,60.2816,49.4307,49.4307,45.4678,62.1038,-54.5322,39.5985,35.1881,-0.061,75.0,25.0,50.1551,2.2643,11.7179,12.5501,13.3824,35.9394,376875495.7557,344710025.0,0.4993,0.0122,19205555.2959,0,False,True,False,False,False
5201,32.5,33.5,29.48,30.14,13304900,12.2677,12.3378,12.577,2.2263,0.7962,1.4301,47.5137,34.2658,34.2658,9.0411,58.7428,-89.1269,33.0535,-106.1894,-6.4748,100.0,0.0,19.7497,1.6377,11.8243,12.3378,12.8512,13.4184,356572617.3975,314481295.0,1.2388,1.7371,8722208.4196,1,False,True,False,False,False
5200,30.29,33.14,29.46,33.01,8524700,11.9355,12.0196,12.3642,2.2644,0.63,1.6344,40.4323,37.6004,37.6004,58.2923,37.4266,-41.7077,28.2146,-22.3054,-10.0119,100.0,50.0,42.9656,0.7007,11.2906,12.0196,12.7487,13.6979,374572332.9682,333849410.0,2.0275,0.4183,9367820.7046,1,False,True,False,False,False
5199,33.41,36.07,33.26,35.85,11225100,12.2074,12.1754,12.2939,2.2307,0.4132,1.8175,42.1782,54.6684,54.6684,96.6717,62.8215,-3.3283,28.7279,97.9452,5.1952,75.0,100.0,68.7411,0.6236,11.2874,12.1754,13.0634,30.2678,396082337.4201,359352833.0,1.7578,-2.1427,15624407.0827,0,False,True,False,False,False
5198,35.87,35.95,31.53,33.19,13072200,12.7421,12.4671,12.5129,2.1915,0.2207,1.9707,54.2444,70.4645,70.4645,56.4297,73.9401,-43.5703,21.5794,31.5421,9.4265,50.0,75.0,43.8555,1.2075,10.9568,12.4671,13.9773,0.1338,388690925.7459,329652797.0,0.6909,-3.296,14411706.2426,0,False,True,False,False,False
5197,34.05,34.67,32.1,32.4,7439200,12.788,12.6134,12.7267,2.0619,-0.0004,2.0622,63.6642,65.8598,65.8598,44.4781,57.0963,-55.5219,16.218,-23.788,4.7692,25.0,50.0,49.2836,1.2717,11.0938,12.6134,14.133,0.1338,375735026.0455,312750938.0,-0.1295,-1.9973,8483114.5177,0,False,True,False,False,False
5196,32.18,32.18,30.03,30.26,7674400,12.5332,12.7918,12.7347,2.0319,-0.0817,2.1136,57.9982,37.6702,37.6702,12.1029,43.5158,-96.1921,20.4795,-129.5332,6.2397,0.0,25.0,29.9353,0.7513,11.7857,12.7918,13.7979,33.2639,362029334.3479,295314703.0,-0.268,-0.9927,925687.4066,1,False,True,False,False,False
5195,29.77,31.63,28.94,30.37,11690800,12.0162,12.4482,12.4476,1.9329,-0.191,2.1239,43.0252,25.5457,25.5457,20.0561,30.8904,-79.6006,26.8274,-79.083,-10.8949,100.0,0.0,-0.0,-0.2211,10.7411,12.4482,14.1553,45.8713,363707941.8386,321876198.0,-0.67,0.47,-1716038.3378,0,False,True,False,False,False
5194,30.37,30.73,28.42,29.23,11284400,11.7967,11.929,12.0932,1.6768,-0.4078,2.0846,25.8404,14.3053,14.3053,10.757,36.9616,-87.04,33.0401,-90.4095,-15.3331,100.0,0.0,-0.0,-0.8189,10.6653,11.929,13.1927,51.678,356049791.9425,296238044.0,-0.0841,3.7031,-5077424.8968,1,False,True,False,False,False
5193,30.2,31.64,29.23,31.6,15610500,11.6393,11.5656,11.7806,1.339,-0.656,1.995,22.3607,27.231,27.231,50.88,35.7743,-15.4255,30.1082,66.6667,-11.3069,75.0,0.0,34.2579,-1.1157,10.8699,11.5656,12.2613,21.3125,390339514.4155,331705096.0,1.3651,1.8552,4919412.7429,1,False,True,False,False,False
5192,32.69,34.68,32.15,33.5,8872500,11.921,11.6137,11.7265,1.0486,-0.8156,1.8642,29.7107,47.5957,47.5957,81.1502,60.5327,-18.8498,31.5491,133.3333,1.5848,50.0,100.0,53.1087,-0.6818,10.7551,11.6137,12.4723,35.8719,391694025.8345,351863413.0,1.1796,-2.987,8992789.7068,0,False,True,False,False,False
5191,33.01,33.6,30.75,30.86,10876700,12.1383,11.9196,11.8578,0.8824,-0.8282,1.7106,43.9431,57.0026,57.0026,38.9776,62.9782,-61.0224,25.0049,20.1951,10.8834,25.0,75.0,53.4443,-0.1262,10.9462,11.9196,12.8929,5.3725,368889748.9327,327151554.0,-0.1306,-5.0146,2585738.5681,0,False,True,False,False,False
5190,30.66,31.48,29.6,29.96,9014300,11.9137,11.9469,11.8877,0.6484,-0.8864,1.5348,50.947,48.2428,48.2428,24.6006,39.197,-86.6055,22.609,-82.5159,0.9549,0.0,50.0,55.6976,-0.2028,11.021,11.9469,12.8729,15.4213,356252852.0816,306671066.0,-1.6595,-3.5684,-4291225.7656,0,False,True,False,False,False
5189,30.03,31.24,27.62,27.85,9568100,11.6838,11.9309,11.7855,0.4408,-0.8995,1.3403,42.508,22.2787,22.2787,3.2578,34.5356,-96.7422,27.4045,-99.1194,-0.5629,100.0,25.0,24.8927,-0.5046,10.9664,11.9309,12.8954,41.7908,337276511.7391,284932347.0,-2.0285,0.6542,-12752344.3961,1,False,True,False,False,False
5188,28.06,30.84,27.8,30.41,8262300,11.2484,11.4938,11.4968,0.3063,-0.8389,1.1452,30.9935,22.4589,22.4589,39.5184,23.0879,-53.3445,31.0011,-36.9241,-14.1634,75.0,0.0,21.5031,-1.1182,10.1596,11.4938,12.8281,41.7908,350737970.147,303704289.0,-1.2076,3.0804,-10771215.7609,1,False,True,False,False,False
5187,30.52,32.54,30.5,31.55,8013600,11.3586,11.2588,11.3298,0.1407,-0.7944,0.9351,26.9676,36.1651,36.1651,65.7191,50.4399,-20.122,24.2329,114.6234,-7.5432,50.0,0.0,47.5104,-1.0231,10.4724,11.2588,12.0452,3.9283,351273467.1176,321911186.0,-0.0291,3.3128,-8811167.214,1,False,True,False,False,False
5186,31.71,33.5,31.125,33.07,8213400,11.6045,11.3579,11.3718,-0.0792,-0.7907,0.7116,41.533,65.9749,65.9749,92.6871,59.6868,-7.3129,23.8487,91.7196,3.4247,25.0,100.0,73.4582,-0.4926,10.3637,11.3579,12.3522,22.6961,363177118.7386,340572026.0,0.9448,0.5262,-3420788.455,0,False,True,False,False,False
5185,33.05,34.73,29.76,30.32,11022300,11.9545,11.643,11.6138,-0.188,-0.6924,0.5043,55.8667,65.4603,65.4603,37.9747,68.5085,-63.6364,20.5025,20.6902,10.0566,0.0,100.0,68.7231,0.2611,10.2571,11.643,13.0289,10.464,343777871.9781,315529362.0,0.1864,-2.2467,-7077140.3452,1,False,True,False,False,False
5184,30.46,32.27,30.04,31.84,7145800,11.7732,11.8695,11.7344,-0.2685,-0.5942,0.3257,64.8072,62.9863,62.9863,58.2973,43.8049,-58.1489,17.9929,-64.9537,8.5531,0.0,75.0,47.5995,0.2417,11.0711,11.8695,12.668,10.464,353751997.2471,331764617.0,-0.6004,-2.0999,-4755958.956,1,False,True,False,False,False
5183,32.03,33.56,31.81,32.03,6779000,11.9016,12.0121,11.8453,-0.2251,-0.4093,0.1842,58.5873,47.3153,47.3153,45.674,56.4866,-54.326,19.5024,60.2554,4.9476,50.0,50.0,45.9893,0.3715,11.314,12.0121,12.7102,24.031,342222584.6928,347166504.0,-1.2629,-0.2949,-7042474.2953,0,False,True,False,False,False
